16388497,0000000000000000
16419473,0000000000000000
16385313,0000000000000000
16386081,0000000000000000
16386337,0000000000000000
16417825,0000000000000000
16387105,0000000000000000
16387873,0000000000000000
16389921,0000000000000000
16393761,0000000000000000
16394017,0000000000000000
16397601,0000000000000000
16389409,0000000000000000
16394273,0000000000000000
16396065,0000000000000000
16398881,0000000000000000
485293857,0000000000000000
485228423,0000000000000000
485228321,0000000000000000
16712803,0000000000000000
485228321,0000000000000000
16422945,0000000000000000
16422945,0000000000000000
16422945,0000000000000000
485228321,0000000000000000
485228321,0000000000000000
485228321,0000000000000000
485228321,0000000000000000
485228321,0000000000000000
16712737,0000000000000000
16384647,0000000000000000
16384903,0000000000000000
16385159,0000000000000000
16388743,0000000000000000
16390279,0000000000000000
485228423,0000000000000000
16397447,0000000000000000
16388497,0000000000000000
16419473,0000000000000000
16712849,0000000000000000
16385313,0000000000000000
16386081,0000000000000000
16386337,0000000000000000
16417825,0000000000000000
16387105,0000000000000000
16387873,0000000000000000
16389921,0000000000000000
16393761,0000000000000000
16394017,0000000000000000
16397601,0000000000000000
16389409,0000000000000000
16394273,0000000000000000
16396065,0000000000000000
16398113,0000000000000000
16398369,0000000000000000
16398625,0000000000000000
16398881,0000000000000000
16419617,0000000000000000
16419873,0000000000000000
16420129,0000000000000000
485293857,0000000000000000
485228321,0000000000000000
485228321,0000000000000000
16422945,0000000000000000
16422945,0000000000000000
16422945,0000000000000000
485228321,0000000000000000
485228321,0000000000000000
485228321,0000000000000000
485228321,0000000000000000
485228321,0000000000000000
16384647,0000000000000000
485293959,0000000000000000
16384903,0000000000000000
16385159,0000000000000000
16712839,0000000000000000
16388743,0000000000000000
16390279,0000000000000000
16397447,0000000000000000
16388497,0000000000000000
16419473,0000000000000000
16385313,0000000000000000
