16384647,44611c0c60776077
16384903,6077607729ff0000
16385159,0000000000000000
16388743,0000000044610000
16390279,0000000001000000
485228423,0201026f41000000
16397447,0000b0037d010000
16388497,e309000000000000
16419473,0000000000000000
16385313,0000000000000000
16386081,c0f9000000000000
16386337,0000a40600000000
16417825,f401000000000000
16387105,0000000000000000
16387873,0000000034000000
16389921,0000000000000000
16393761,5a29000000000000
16394017,905f010000000000
16397601,4461607760770000
16389409,0000000000000000
16394273,0000000000000000
16396065,0000000000000000
16398881,e8037e0100000000
485293857,202e0007ffcafe00
485228321,0104f71331000201
16712803,8813000000000000
485228321,027e3002026f5202
485228321,030b1f1f02010201
16422945,3800000000000000
16422945,3800000000000000
16422945,3800000000000000
485228321,0402010610022a5d
485228321,050102017e210202
485228321,066f4102126f1f02
485228321,0701060102ffffff
16712737,8813000000000000
16384647,44611c0c60776077
485293959,200e0002ff14ff00
16384903,6077607729ff0000
16385159,0000000000000000
16388743,0000000044610000
16390279,0000000001000000
16397447,0000b3037d010000
16388497,e309000000000000
16419473,0000000000000000
16712849,8813000000000000
16385313,0000000000000000
16386081,c0f9000000000000
16386337,0000a40600000000
16417825,f401000000000000
16387105,0000000000000000
16387873,0000000034000000
16389921,0000000000000000
16393761,5a29000000000000
16394017,905f010000000000
16397601,4461607760770000
16389409,0000000000000000
16394273,0000000000000000
16396065,0000000000000000
16398113,0000000000000000
16398369,0000000000000000
16398625,0000000000000000
16398881,e8037e0100000000
16419617,0000000000000000
16419873,0000000000000000
16420129,0000000000000000
485293857,202e0007ffcafe00
485228423,0103ff017e210106
485228321,0104f71331000201
485228321,027e3002026f5202
16422945,3900000000000000
16422945,3900000000000000
16422945,3900000000000000
485228321,030b1f1f02010201
485228321,0402010610022a5d
485228321,050102017e210202
485228321,066f4102126f1f02
485228321,0701060102ffffff
16384647,44611c0c60776077
16384903,607760772aff0000
16385159,0000000000000000
16712839,8813000000000000
16388743,0000000044610000
16390279,0000000001000000
485228423,0201026f41000000
16397447,0000b3037d010000
16388497,e309000000000000
16419473,0000000000000000
16385313,0000000000000000
16386081,c0f9000000000000
16386337,0000a40600000000
16417825,f401000000000000
16387105,0000000000000000
16387873,0000000034000000
16389921,0000000000000000
16393761,5a29000000000000
16394017,905f010000000000
16397601,4461607760770000
16389409,0000000000000000
16394273,0000000000000000
16396065,0000000000000000
16398881,e8037e0100000000
485293857,202e0007ffcafe00
485228321,0104f71331000201
485228321,027e3002026f5202
16422945,3a00000000000000
16422945,3a00000000000000
16422945,3a00000000000000
485228321,030b1f1f02010201
485228321,0402010610022a5d
485228321,050102017e210202
485228321,066f4102126f1f02
485228321,0701060102ffffff
16384647,44611c0c60776077
485293959,200e0002ff14ff00
16384903,607760772aff0000
16385159,0000000000000000
16388743,0000000044610000
16390279,0000000001000000
16397447,0000b3037d010000
16388497,df09000000000000
16419473,0000000000000000
16385313,0000000000000000
16386081,c0f9000000000000
16386337,0000a40600000000
16417825,f401000000000000
16387105,0000000000000000
16387873,0000000034000000
16389921,0000000000000000
16393761,5a29000000000000
16394017,905f010000000000
16397601,4461607760770000
16389409,0000000000000000
16394273,0000000000000000
16396065,0000000000000000
16398881,e8037e0100000000
485293857,202e0007ffcafe00
485228423,0103ff017e210106
485228321,0104f71331000201
485228321,027e3002026f5202
16422945,3b00000000000000
16422945,3b00000000000000
16422945,3b00000000000000
485228321,030b1f1f02010201
485228321,0402010610022a5d
485228321,050102017e210202
485228321,066f4102126f1f02
485228321,0701060102ffffff
16384647,44611c0c60776077
16384903,607760772aff0000
16385159,0000000000000000
16388743,0000000044610000
16390279,0000000001000000
485228423,0201026f41000000
16397447,0000b3037d010000
16388497,e309000000000000
16419473,0000000000000000
16385313,0000000000000000
16386081,c0f9000000000000
16386337,0000a40600000000
16417825,f401000000000000
16387105,0000000000000000
16387873,0000000034000000
16389921,0000000000000000
16393761,5a29000000000000
16394017,905f010000000000
16397601,4461607760770000
16389409,0000000000000000
16394273,0000000000000000
16396065,0000000000000000
16398881,e8037e0100000000
485293857,202e0007ffcafe00
485228321,0104f71331000201
485228321,027e3002026f5202
16395041,0000000000000000
16395041,0000000000000000
16395041,0000000000000000
485228321,030b1f1f02010201
16422945,3c00000000000000
16422945,3c00000000000000
16422945,3c00000000000000
485228321,0402010610022a5d
485228321,050102017e210202
485228321,066f4102126f1f02
485228321,0701060102ffffff
16712753,8813000000000000
16384647,44611c0c60776077
